ds_name,qid,oracle_alpha,oracle_ndcg
nfcorpus,PLAIN-1656,0.0,0.1649020619192252
nfcorpus,PLAIN-1667,0.45,0.46176455324840143
nfcorpus,PLAIN-1679,0.0,0.0
nfcorpus,PLAIN-1690,0.91,0.06210900056969883
nfcorpus,PLAIN-1700,0.0,0.0
nfcorpus,PLAIN-1710,0.04,0.913795468627956
nfcorpus,PLAIN-1721,0.52,0.36283623734193504
nfcorpus,PLAIN-1731,0.0,0.7653606369886217
nfcorpus,PLAIN-1741,0.8200000000000001,0.6167693293040666
nfcorpus,PLAIN-175,0.75,0.24066360036718576
nfcorpus,PLAIN-1752,0.0,0.0
nfcorpus,PLAIN-1762,0.89,0.574465206378748
nfcorpus,PLAIN-1772,0.0,1.0
nfcorpus,PLAIN-1784,0.0,0.0
nfcorpus,PLAIN-1794,0.0,1.0
nfcorpus,PLAIN-1805,0.79,0.396581061748981
nfcorpus,PLAIN-1817,0.0,0.4486867434898191
nfcorpus,PLAIN-1827,0.0,0.0
nfcorpus,PLAIN-1837,0.26,0.7508165471986891
nfcorpus,PLAIN-1847,0.0,0.2324127137418755
nfcorpus,PLAIN-1857,0.49,0.31758099339170714
nfcorpus,PLAIN-186,0.08,0.12627825946936164
nfcorpus,PLAIN-1867,0.0,0.0979129253499678
nfcorpus,PLAIN-1877,0.0,0.06229494857554903
nfcorpus,PLAIN-1897,0.0,0.09755098741738873
nfcorpus,PLAIN-1909,0.11,0.4964581433992253
nfcorpus,PLAIN-1929,0.0,0.4183152013024451
nfcorpus,PLAIN-1950,0.0,0.25368834185115297
nfcorpus,PLAIN-196,0.5700000000000001,0.1839479838602926
nfcorpus,PLAIN-1962,0.0,0.02937101651543081
nfcorpus,PLAIN-1972,0.0,0.07961364546090477
nfcorpus,PLAIN-1983,0.58,0.585631302485441
nfcorpus,PLAIN-1995,0.0,0.14246054653507723
nfcorpus,PLAIN-2,0.52,0.7570545065837698
nfcorpus,PLAIN-2009,0.51,0.12647135138382856
nfcorpus,PLAIN-2019,0.0,0.0
nfcorpus,PLAIN-2030,0.51,0.30260241349881345
nfcorpus,PLAIN-2040,0.02,0.22607819298064805
nfcorpus,PLAIN-2051,0.91,0.47322609693810397
nfcorpus,PLAIN-2061,0.37,0.7012174805530003
nfcorpus,PLAIN-2071,0.02,0.44261063150711755
nfcorpus,PLAIN-2081,0.0,0.5
nfcorpus,PLAIN-2092,0.0,0.6489315753318466
nfcorpus,PLAIN-2102,0.51,0.6044826903043753
nfcorpus,PLAIN-2113,0.0,0.0
nfcorpus,PLAIN-2124,0.0,0.7261070679471331
nfcorpus,PLAIN-2134,0.0,0.0
nfcorpus,PLAIN-2145,0.56,0.14829723057014912
nfcorpus,PLAIN-2156,0.0,0.644824486427155
nfcorpus,PLAIN-2167,0.0,0.0
nfcorpus,PLAIN-217,0.8300000000000001,0.1419045643040949
nfcorpus,PLAIN-2177,0.0,0.3564118454907134
nfcorpus,PLAIN-2187,0.0,0.0
nfcorpus,PLAIN-2197,0.54,0.41960749649256807
nfcorpus,PLAIN-2209,0.0,0.11683606360696919
nfcorpus,PLAIN-2220,0.0,0.3833427799846345
nfcorpus,PLAIN-2230,0.0,0.0
nfcorpus,PLAIN-2240,0.67,0.5848561821365812
nfcorpus,PLAIN-2250,0.0,0.0
nfcorpus,PLAIN-2261,0.78,0.2682971219541492
nfcorpus,PLAIN-227,0.63,0.032116683544553805
nfcorpus,PLAIN-2271,0.0,0.033657504375671624
nfcorpus,PLAIN-2281,0.0,0.0
nfcorpus,PLAIN-2291,0.9500000000000001,0.3934438384533944
nfcorpus,PLAIN-23,0.8300000000000001,0.2700799051816526
nfcorpus,PLAIN-2301,0.0,0.14913506783875213
nfcorpus,PLAIN-2311,0.0,0.0
nfcorpus,PLAIN-2321,0.0,0.05611153054817913
nfcorpus,PLAIN-2332,0.64,0.3402941614370821
nfcorpus,PLAIN-2343,0.0,0.0
nfcorpus,PLAIN-2354,0.0,0.6229615239603483
nfcorpus,PLAIN-2375,0.0,0.1097853732565413
nfcorpus,PLAIN-238,0.98,0.06225439978710468
nfcorpus,PLAIN-2396,0.0,0.024470352565700283
nfcorpus,PLAIN-2408,0.0,0.0
nfcorpus,PLAIN-2430,0.11,0.46747762464889614
nfcorpus,PLAIN-2440,0.0,0.0
nfcorpus,PLAIN-2450,0.3,0.3541751799274026
nfcorpus,PLAIN-2460,0.02,0.4449535058643079
nfcorpus,PLAIN-2470,0.27,0.40807257143376857
nfcorpus,PLAIN-248,0.09,0.3092846211418942
nfcorpus,PLAIN-2480,0.47000000000000003,0.4278844509711098
nfcorpus,PLAIN-2490,0.86,0.38177204487832034
nfcorpus,PLAIN-2500,0.44,0.40180771079008193
nfcorpus,PLAIN-2510,0.22,0.7401264626215077
nfcorpus,PLAIN-2520,0.43,0.16217747840941793
nfcorpus,PLAIN-2530,0.11,0.6115208036051873
nfcorpus,PLAIN-2540,0.87,0.5310580456487691
nfcorpus,PLAIN-2550,0.76,0.20948794330482937
nfcorpus,PLAIN-2560,0.5,0.8659145364966258
nfcorpus,PLAIN-2570,0.49,0.4467866622236012
nfcorpus,PLAIN-2580,0.66,0.31184367642745564
nfcorpus,PLAIN-259,0.05,0.3939950465358727
nfcorpus,PLAIN-2590,0.12,0.1689381150318833
nfcorpus,PLAIN-2600,0.0,0.7013346435641419
nfcorpus,PLAIN-2610,0.02,0.2379699216185992
nfcorpus,PLAIN-2630,0.64,0.5083188340607027
nfcorpus,PLAIN-2640,0.8,0.5413053288430015
nfcorpus,PLAIN-2650,0.19,0.6534136052428432
nfcorpus,PLAIN-2670,0.48,0.3433710334880345
nfcorpus,PLAIN-2680,0.9,0.4523871300640621
nfcorpus,PLAIN-2690,0.0,0.30748921728956297
nfcorpus,PLAIN-270,1.0,0.19539169611748422
nfcorpus,PLAIN-2700,0.0,0.5021681596920617
nfcorpus,PLAIN-2710,0.0,0.5273573407791183
nfcorpus,PLAIN-2720,0.53,0.2617698733997276
nfcorpus,PLAIN-2730,0.04,0.5230656432342843
nfcorpus,PLAIN-2740,0.27,0.46374032320752473
nfcorpus,PLAIN-2750,0.03,0.47587006712791907
nfcorpus,PLAIN-2760,0.0,0.4104335179537481
nfcorpus,PLAIN-2770,0.85,0.4582463942436287
nfcorpus,PLAIN-2780,0.37,0.46849277152203267
nfcorpus,PLAIN-2790,0.8300000000000001,0.4403243821603059
nfcorpus,PLAIN-280,0.73,0.36488715081745443
nfcorpus,PLAIN-2800,1.0,0.1714386690360428
nfcorpus,PLAIN-2820,0.62,0.14566215631378324
nfcorpus,PLAIN-2830,0.06,0.3631143808977028
nfcorpus,PLAIN-2840,0.0,0.0
nfcorpus,PLAIN-2850,0.2,0.5503935740519131
nfcorpus,PLAIN-2860,0.0,1.0
nfcorpus,PLAIN-2870,0.46,0.06736103609739806
nfcorpus,PLAIN-2890,0.0,0.17270397382357142
nfcorpus,PLAIN-2900,0.0,0.14932464689081512
nfcorpus,PLAIN-291,0.49,0.37627309030056305
nfcorpus,PLAIN-2910,0.67,0.38230248899232816
nfcorpus,PLAIN-2920,0.92,0.05005165434923901
nfcorpus,PLAIN-2930,0.6900000000000001,0.4485626840787947
nfcorpus,PLAIN-2940,0.79,0.016571728011873642
nfcorpus,PLAIN-2950,0.0,0.0
nfcorpus,PLAIN-2960,0.81,0.41311732856427996
nfcorpus,PLAIN-2970,0.65,0.5503226021132755
nfcorpus,PLAIN-2981,0.93,0.5880569508488241
nfcorpus,PLAIN-2991,0.52,0.3868528072345416
nfcorpus,PLAIN-3014,0.0,0.0
nfcorpus,PLAIN-3026,0.54,0.24465054211822604
nfcorpus,PLAIN-3037,0.0,0.25424814612464103
nfcorpus,PLAIN-3053,0.0,0.858390387424228
nfcorpus,PLAIN-3063,0.0,0.32531670832675136
nfcorpus,PLAIN-307,0.1,1.0
nfcorpus,PLAIN-3074,0.0,1.0
nfcorpus,PLAIN-3085,0.0,0.4676164214719373
nfcorpus,PLAIN-3097,0.0,0.5989259738697911
nfcorpus,PLAIN-3116,0.0,0.0
nfcorpus,PLAIN-3131,0.92,0.6516433935264055
nfcorpus,PLAIN-3141,0.06,0.22167602164645756
nfcorpus,PLAIN-3151,0.0,0.6273313507840029
nfcorpus,PLAIN-3161,0.45,0.5073587139031299
nfcorpus,PLAIN-3171,0.72,0.2712045876834874
nfcorpus,PLAIN-3181,0.5,0.12112749786064264
nfcorpus,PLAIN-3191,0.6,0.5369211501680717
nfcorpus,PLAIN-320,0.0,0.17527227514505545
nfcorpus,PLAIN-3211,0.0,0.0
nfcorpus,PLAIN-3221,0.38,0.14680713368290613
nfcorpus,PLAIN-3231,0.0,0.36873852143386665
nfcorpus,PLAIN-3241,0.05,0.3132015313836151
nfcorpus,PLAIN-3251,0.18,0.1443310196930846
nfcorpus,PLAIN-3261,0.38,0.07509103684874581
nfcorpus,PLAIN-3271,0.0,0.07023596223696965
nfcorpus,PLAIN-3281,0.19,0.32544575414324334
nfcorpus,PLAIN-3292,0.62,0.6734171247507476
nfcorpus,PLAIN-33,0.13,0.43123499569565993
nfcorpus,PLAIN-3302,0.98,0.36471942777933675
nfcorpus,PLAIN-3312,0.41000000000000003,0.31402669314543624
nfcorpus,PLAIN-332,0.0,0.6131471927654584
nfcorpus,PLAIN-3322,0.03,0.18100760631774526
nfcorpus,PLAIN-3332,0.29,0.8256877637271153
nfcorpus,PLAIN-3342,0.74,0.722415966671648
nfcorpus,PLAIN-3352,0.78,0.15693632579446687
nfcorpus,PLAIN-3362,1.0,0.6719502531607285
nfcorpus,PLAIN-3372,0.99,0.19738154036175592
nfcorpus,PLAIN-3382,0.17,0.5177394871236934
nfcorpus,PLAIN-3392,0.37,0.113214014467177
nfcorpus,PLAIN-3402,0.22,0.08234648209021823
nfcorpus,PLAIN-3412,0.51,0.2235369592169715
nfcorpus,PLAIN-3422,1.0,0.3168734146470764
nfcorpus,PLAIN-3432,0.37,0.2809864562333969
nfcorpus,PLAIN-344,0.28,0.29553870879569155
nfcorpus,PLAIN-3442,0.92,0.022712950046497773
nfcorpus,PLAIN-3452,0.47000000000000003,0.5646755040551961
nfcorpus,PLAIN-3462,0.16,0.6013719193123934
nfcorpus,PLAIN-3472,0.0,0.34131609339058505
nfcorpus,PLAIN-358,0.0,0.08942172406547305
nfcorpus,PLAIN-371,0.08,0.40573555952976664
nfcorpus,PLAIN-383,0.0,0.21398626473452756
nfcorpus,PLAIN-395,0.0,0.08569177164575033
nfcorpus,PLAIN-407,0.0,0.7262287617954056
nfcorpus,PLAIN-418,0.0,0.9403098487843844
nfcorpus,PLAIN-430,0.65,0.6582076368971483
nfcorpus,PLAIN-44,0.47000000000000003,0.3216605763201703
nfcorpus,PLAIN-441,0.85,0.9667597193820574
nfcorpus,PLAIN-457,0.0,0.0
nfcorpus,PLAIN-468,0.61,0.6179531435511844
nfcorpus,PLAIN-478,0.0,0.0
nfcorpus,PLAIN-510,0.0,0.266869498077865
nfcorpus,PLAIN-520,0.0,0.0
nfcorpus,PLAIN-531,0.0,0.3831379047497054
nfcorpus,PLAIN-541,0.25,0.501439724385949
nfcorpus,PLAIN-551,0.0,0.3065735963827292
nfcorpus,PLAIN-56,0.26,0.45093746273535984
nfcorpus,PLAIN-561,0.0,0.21903241351648042
nfcorpus,PLAIN-571,0.0,0.4027915906847005
nfcorpus,PLAIN-583,0.56,0.08455924723720029
nfcorpus,PLAIN-593,0.1,0.46927872602275644
nfcorpus,PLAIN-603,0.0,0.15403922195426356
nfcorpus,PLAIN-613,0.0,0.13886244387355456
nfcorpus,PLAIN-623,0.58,0.18812652171920607
nfcorpus,PLAIN-634,0.0,0.3142541789102263
nfcorpus,PLAIN-660,0.65,0.5346626244649265
nfcorpus,PLAIN-671,0.0,1.0
nfcorpus,PLAIN-68,0.44,0.35938454957172683
nfcorpus,PLAIN-681,0.0,1.0
nfcorpus,PLAIN-691,0.02,0.07857698694729383
nfcorpus,PLAIN-711,0.04,0.21980733473137154
nfcorpus,PLAIN-721,0.0,0.7780675946410349
nfcorpus,PLAIN-731,0.97,0.5081779513979708
nfcorpus,PLAIN-741,0.5,0.5388044429158712
nfcorpus,PLAIN-751,0.0,0.0
nfcorpus,PLAIN-761,0.36,0.2600894127171132
nfcorpus,PLAIN-771,0.0,1.0
nfcorpus,PLAIN-78,0.35000000000000003,0.13632814164268342
nfcorpus,PLAIN-782,0.0,0.0
nfcorpus,PLAIN-792,0.0,0.5489507370829834
nfcorpus,PLAIN-806,0.65,0.3772227516080936
nfcorpus,PLAIN-817,0.0,0.0
nfcorpus,PLAIN-827,0.89,0.5294945061960825
nfcorpus,PLAIN-850,0.0,0.30917903470499825
nfcorpus,PLAIN-872,0.0,0.0
nfcorpus,PLAIN-882,0.0,0.6311049866794497
nfcorpus,PLAIN-91,0.63,0.46562041043539415
nfcorpus,PLAIN-913,0.04,0.48702854232366294
nfcorpus,PLAIN-924,0.0,0.20362747083549912
nfcorpus,PLAIN-934,0.66,0.506306364597401
nfcorpus,PLAIN-946,0.65,0.08526657290194924
nfcorpus,PLAIN-956,0.4,0.48795812672807864
nfcorpus,PLAIN-966,0.9500000000000001,0.15642624200758548
nfcorpus,PLAIN-977,0.0,0.46927872602275644
nfcorpus,PLAIN-987,0.0,0.0938557452045513
nfcorpus,PLAIN-997,0.0,0.0
arguana,test-culture-ascidfakhba-pro01a,0.0,0.43067655807339306
arguana,test-culture-ascidfakhba-pro02a,0.0,0.3333333333333333
arguana,test-culture-ascidfakhba-pro04a,0.0,0.43067655807339306
arguana,test-culture-cgeeghwmeo-con01a,0.0,0.6309297535714575
arguana,test-culture-cgeeghwmeo-con04a,0.0,0.38685280723454163
arguana,test-culture-cgeeghwmeo-pro01a,0.0,0.5
arguana,test-culture-cgeeghwmeo-pro02a,0.0,0.5
arguana,test-culture-cgeeghwmeo-pro03a,0.0,0.19823986317056053
arguana,test-culture-cgeeghwmeo-pro04a,0.0,0.5
arguana,test-culture-mmciahbans-con01a,0.61,0.43067655807339306
arguana,test-culture-mmctghwbsa-pro02a,0.0,0.43067655807339306
arguana,test-culture-mmctyshwbcp-pro04a,0.0,0.6309297535714575
arguana,test-culture-mthbah-con02a,0.3,0.6309297535714575
arguana,test-culture-mthbah-pro03a,0.0,0.6309297535714575
arguana,test-culture-mthbah-pro05a,0.0,0.3562071871080222
arguana,test-culture-thbcsbptwhht-con01a,0.0,0.6309297535714575
arguana,test-culture-thbcsbptwhht-pro02a,0.51,0.6309297535714575
arguana,test-culture-thbcsbptwhht-pro04a,0.06,0.3010299956639812
arguana,test-digital-freedoms-aihwbasmn-con05a,0.0,0.25
arguana,test-digital-freedoms-dfiphbgs-con01a,0.0,0.5
arguana,test-digital-freedoms-efsappgdfp-con05a,0.21,0.43067655807339306
arguana,test-digital-freedoms-efsappgdfp-pro02a,0.97,0.25
