ds_name,qid,split,query_length,stopword_ratio,has_question_word,average_idf,max_idf,rare_term_ratio,cross_entropy,top_dense_score,top_sparse_score,dense_confidence,sparse_confidence,overlap_at_k,first_shared_doc_rank,spearman_topk,dense_entropy_topk,sparse_entropy_topk,oracle_alpha
scifact,1049,train,11.0,0.36363636363636365,0.0,4.424225966167495,8.16703787691222,0.14285714285714285,12.203877843820369,0.9999999143539654,0.9999999982849048,0.27987469152727606,0.23586596214268807,0.2,2.0,-1.0,3.273725449058917,3.279544901579093,0.0
scifact,1062,train,6.0,0.0,0.0,6.963786128803478,8.860185057472165,0.0,15.644154563525115,0.9999999468048435,0.9999999996654229,0.16664800364282573,0.45550157525854673,0.4,1.0,1.0,3.141229328727147,3.0513539649650103,0.0
scifact,1086,train,19.0,0.3684210526315789,0.0,5.219905270515695,8.860185057472165,0.25,13.103468569668943,0.9999999687435729,0.9999999998072282,0.6649054631343727,0.6847405227874532,0.3,1.0,1.0,3.0272411632422864,2.727974922455556,0.0
scifact,1088,train,12.0,0.5,0.0,4.7863126409216825,7.94389432559801,0.16666666666666666,12.795860163070316,0.9999999240800201,0.9999999985796516,0.1488509314081502,0.2258724435726277,0.0,11.0,0.0,3.2581395135981395,3.27688534491927,0.0
scifact,1089,train,13.0,0.23076923076923078,0.0,6.463195440285903,9.55333223803211,0.1,15.065271181796735,0.999999960716062,0.9999999998072363,0.4872698021099522,0.3949334299617522,0.3,1.0,1.0,2.981202773304941,3.050266982675306,0.0
scifact,1099,train,4.0,0.0,0.0,5.307462984348162,7.94389432559801,0.25,13.196359695369612,0.9999999498716551,0.9999999988176951,0.22271554363160728,0.023777371164487637,0.4,1.5,0.4,3.2875282660130973,3.3075202236121526,0.0
scifact,1100,train,4.0,0.0,0.0,5.04970188930343,7.94389432559801,0.25,12.751386119239573,0.9999999313121443,0.9999999986585048,0.037017761824604145,0.02012096755971826,0.7,3.5,-0.4285714285714286,3.275252067035803,3.3152276918095684,0.0
scifact,1104,test,24.0,0.3333333333333333,0.0,4.509243323785516,9.55333223803211,0.1875,11.873746974922044,0.9999999523568796,0.9999999998121036,0.40989992183022117,0.6174239246477842,0.4,1.0,0.8,3.2197896517123095,3.0870387478597463,0.0
scifact,1107,test,10.0,0.1,0.0,5.461734063005821,7.15543696523374,0.1111111111111111,13.593282221299223,0.9999999493453731,0.9999999997498497,0.09475828829054289,0.2109581707528121,0.3,2.0,-1.0,3.2389291784481964,3.143256493672524,0.51
scifact,1110,train,8.0,0.375,0.0,4.550225703797566,6.988382880570574,0.2,12.310050127990994,0.9999998566630819,0.9999999981537518,0.016377123500713853,0.17691701077551003,0.1,7.5,0.0,3.2847540040637577,3.310532258792177,0.0
scifact,1121,train,13.0,0.15384615384615385,0.0,4.5752757305449485,7.94389432559801,0.2727272727272727,12.347117154979008,0.9999999150765018,0.9999999994482376,0.18717703900696103,0.13390928260481472,0.5,2.0,0.0,3.2832792820276797,3.2622737932422785,0.19
scifact,113,train,13.0,0.23076923076923078,0.0,4.305802111993517,7.761572768804055,0.2,11.76971204639225,0.9999999490773205,0.9999999996177987,0.12105400724220894,0.04707984298925172,0.7,1.0,0.7142857142857143,3.2227628695899884,3.155707486791293,0.0
scifact,1130,train,17.0,0.29411764705882354,0.0,5.1075824582551155,9.55333223803211,0.25,13.138427614781326,0.9999999552975107,0.9999999997088597,0.4632298092749173,0.6225464251367242,0.1,1.0,0.0,3.238650677590118,3.062212880226553,0.0
scifact,1132,train,14.0,0.42857142857142855,0.0,4.773604100689652,8.454719949364002,0.25,12.557966792004846,0.9999999345111256,0.9999999995120803,0.052730805082139676,0.16892084115261652,0.3,3.0,0.5,3.285503115838389,3.2809285497568124,0.0
scifact,1137,train,7.0,0.42857142857142855,0.0,6.297094440549861,9.55333223803211,0.25,14.949801696462398,0.9999999116643736,0.9999999983653045,0.08752417276424818,0.00504785035498434,0.0,11.0,0.0,3.2805114644390807,3.316480246829841,0.0
scifact,1140,train,10.0,0.2,0.0,6.042787842530935,9.55333223803211,0.25,14.593950242651355,0.9999999024231667,0.9999999991441351,0.05082339992104645,0.30860205155729026,0.2,2.0,1.0,3.275248411221128,3.28841312201011,0.05
scifact,1144,train,17.0,0.4117647058823529,0.0,5.4470294325564,8.860185057472165,0.3,13.403375057286055,0.999999967062825,0.9999999996757862,0.46705086431084264,0.06778335637237842,0.3,1.0,1.0,3.148059927175615,2.9342483757531905,0.0
scifact,1146,train,10.0,0.3,0.0,5.473892250255047,8.860185057472165,0.14285714285714285,13.845526319362138,0.9999999545510405,0.9999999995292732,0.659798135553092,0.47936691629111483,0.3,1.0,1.0,3.122237848819529,3.2099382955348523,0.0
scifact,115,train,11.0,0.5454545454545454,0.0,7.998361084699006,9.55333223803211,0.4,17.71232388008179,0.9999999148628366,0.9999999990202687,0.35806320881704756,0.29092620719568274,0.1,5.0,0.0,3.201078505195647,3.2711703130777736,0.0
scifact,1150,train,12.0,0.4166666666666667,0.0,5.4516035210613945,9.55333223803211,0.2857142857142857,13.769068253106681,0.9999999628522858,0.9999999994889673,0.6063566122105277,0.34815883016461857,0.2,1.0,1.0,3.070041017853387,3.224599752389307,0.0
scifact,1163,train,10.0,0.4,0.0,7.15106125136981,9.55333223803211,0.0,16.10781932405019,0.9999999530666307,0.9999999996058216,0.5054947215511001,0.6078011719406382,0.1,1.0,0.0,3.193458828897825,2.741281534416638,0.0
scifact,1175,test,8.0,0.25,0.0,6.658059851611884,8.860185057472165,0.16666666666666666,15.38934397603054,0.9999999090350833,0.9999999992354576,0.11173028558658993,0.1088718905737236,0.3,4.5,-0.5,3.276663815578602,3.241382002324484,0.0
scifact,1179,train,10.0,0.3,0.0,6.517935771609616,8.860185057472165,0.2857142857142857,15.23580685568963,0.9999998907420474,0.9999999996179765,0.1481908718237629,0.567419956110492,0.1,2.0,0.0,3.2924010535831516,3.0709812752653725,0.0
scifact,118,train,12.0,0.25,0.0,5.459679222498391,8.454719949364002,0.2222222222222222,13.189754937429504,0.9999999643860652,0.9999999998253806,0.3149766480187548,0.3049498680758832,0.6,1.0,0.8857142857142857,3.1772124649495272,2.994295709004136,0.0
scifact,1180,train,10.0,0.4,0.0,5.8464362655949715,8.454719949364002,0.3333333333333333,14.125768066312853,0.9999999308429296,0.9999999994608922,0.17234551096318296,0.07433629632424932,0.5,2.5,-0.7,3.282833006061935,3.2337807406357184,0.0
scifact,1185,train,28.0,0.32142857142857145,0.0,5.266715883766329,8.860185057472165,0.21052631578947367,13.245516088511867,0.9999999651547622,0.999999999840886,0.23479722035224104,0.3395741731117199,0.6,1.0,0.9428571428571428,3.1408345224083996,2.891664521435837,0.0
scifact,1187,train,23.0,0.391304347826087,0.0,4.854452962514338,9.55333223803211,0.21428571428571427,12.73988447830769,0.9999999347482065,0.9999999994772484,0.12962875687995778,0.5219698216087756,0.3,1.5,0.5,3.2061159221851425,3.1777006345178056,0.5
scifact,1191,test,11.0,0.18181818181818182,0.0,4.325125455413067,5.333824532856004,0.2222222222222222,12.17848301827073,0.9999998954421001,0.9999999985876213,0.3570403456708273,0.23916820379244863,0.0,11.0,0.0,3.2911471834824524,3.3062331882708076,0.0
scifact,1194,train,21.0,0.3333333333333333,0.0,5.943033001753727,9.55333223803211,0.2857142857142857,14.426061919766761,0.9999999173123603,0.999999999565026,0.38434299259578597,0.5997269952581146,0.1,1.5,0.0,3.2443622127670433,3.0741303405812377,0.0
scifact,1196,train,12.0,0.4166666666666667,0.0,4.509845534785222,8.860185057472165,0.14285714285714285,12.459339544745418,0.9999999271679868,0.9999999988933419,0.29265355526368375,0.3246561623349137,0.1,2.5,0.0,3.2459331704565884,3.2598021818386007,0.0
scifact,1197,dev,13.0,0.46153846153846156,0.0,4.509845534785222,8.860185057472165,0.14285714285714285,12.459339544745418,0.9999999376071882,0.9999999989458905,0.13396449695700385,0.3809415817991444,0.1,1.5,0.0,3.250208771066362,3.2500377781727545,0.0
scifact,1199,dev,18.0,0.3888888888888889,0.0,4.9223058103349695,8.860185057472165,0.2727272727272727,13.076444010402467,0.9999999508602202,0.9999999993530222,0.40211855505526695,0.4037168274580095,0.4,1.5,0.8,3.216315399716144,3.2168952334299665,0.0
scifact,1200,dev,21.0,0.47619047619047616,0.0,5.779325433195692,9.55333223803211,0.36363636363636365,14.200582150205618,0.9999998655018345,0.9999999994460192,0.0003519338051346521,0.20216583132913135,0.0,11.0,0.0,3.3119426544641133,3.263062204532841,0.0
scifact,1202,train,14.0,0.42857142857142855,0.0,4.399967542821184,7.3561076606958915,0.25,11.916534739918031,0.9999999287886855,0.9999999993376051,0.05237616648587995,0.18127114672960443,0.2,1.0,1.0,3.2315208487272837,3.2372648371626935,0.0
scifact,1204,test,14.0,0.35714285714285715,0.0,5.504163771840411,8.860185057472165,0.2222222222222222,13.711526377000471,0.9999999058124998,0.9999999994878238,0.22957549723797466,0.528662295046416,0.1,1.0,0.0,3.27751454901531,3.191704975019885,0.0
scifact,1207,train,20.0,0.45,0.0,6.0104342698249305,9.55333223803211,0.18181818181818182,14.552072852953598,0.9999999294296956,0.9999999994916898,0.46397831986078575,0.11101621944744466,0.1,1.0,0.0,3.2000633397740934,3.312822600366764,0.0
scifact,1213,train,13.0,0.38461538461538464,0.0,4.5327892680644215,6.662960480135946,0.125,12.314323458223516,0.9999998607571846,0.9999999989441148,0.034582433898915466,0.020042376183032395,0.1,5.0,0.0,3.3064078937796104,3.2900585444171027,0.0
scifact,1216,train,11.0,0.36363636363636365,0.0,4.945830593590663,8.860185057472165,0.14285714285714285,12.683160243014074,0.9999999516456601,0.999999999720609,0.709533807818673,0.7527598169535938,0.1,1.0,0.0,3.052200251742678,2.930456751752877,0.0
scifact,1221,train,16.0,0.5,0.0,4.619297327326548,9.55333223803211,0.125,12.71411350643724,0.9999999241636858,0.9999999990455274,0.42481892259624376,0.33510011703249987,0.1,4.5,0.0,3.2516879824299134,3.2686601236931714,0.0
scifact,1225,train,8.0,0.375,0.0,5.65519619763078,8.860185057472165,0.2,13.974588133701122,0.9999999172925087,0.9999999991014845,0.42567410824931495,0.22887683433058148,0.3,1.0,1.0,3.247705477640304,3.278318277454374,0.0
scifact,1226,train,16.0,0.375,0.0,5.031656840306878,8.860185057472165,0.3,13.12026621519406,0.9999998986910112,0.999999999229476,0.3440952911096503,0.0800099190920659,0.1,1.0,0.0,3.2673234606261037,3.1602955267120274,0.0
scifact,1232,train,15.0,0.4,0.0,5.092145726731058,8.860185057472165,0.1111111111111111,12.96241153272697,0.9999999536233739,0.9999999992228236,0.34952438552436993,0.11043916438783752,0.4,1.0,1.0,3.0928143635488587,3.2716852358003865,0.0
scifact,124,train,13.0,0.23076923076923078,0.0,4.8681562480869935,8.454719949364002,0.1,12.766030286890267,0.9999999609742806,0.9999999996839364,0.298952888009004,0.4578026790992643,0.4,1.0,0.4,3.146890588083052,3.1462061018399816,0.0
scifact,1241,dev,10.0,0.3,0.0,5.0050950572045,6.845282036929901,0.14285714285714285,12.871661554056502,0.9999999487049201,0.9999999994454343,0.4264566730604896,0.15593555073031118,0.2,1.5,1.0,3.2699512680090375,3.230072523259098,0.0
scifact,1245,train,10.0,0.4,0.0,5.31365524132842,9.55333223803211,0.16666666666666666,13.659996078278681,0.9999999036903989,0.9999999984577159,0.21272109998965083,0.1931447824230874,0.0,11.0,0.0,3.292737857133135,3.2934130362810126,0.0
scifact,1259,dev,21.0,0.38095238095238093,0.0,4.259775484974568,9.55333223803211,0.15384615384615385,11.52486398726646,0.9999999263489866,0.9999999993830269,0.230237118973869,0.010594070468641692,0.3,1.0,1.0,3.2698820073611112,3.237123701711155,0.0
scifact,1262,train,12.0,0.3333333333333333,0.0,5.572606620390628,8.860185057472165,0.25,13.74121995131578,0.9999999552966591,0.9999999995802505,0.43223686564314745,0.015365203722788157,0.3,1.0,0.5,3.2541368031059092,3.2536814830593723,0.0
scifact,1266,train,23.0,0.34782608695652173,0.0,4.727350018163788,8.860185057472165,0.2,12.174326095166549,0.9999999590421815,0.9999999997271944,0.15948320456654363,0.03032064511043775,0.4,2.0,-0.3999999999999999,3.2986952399205673,3.2594431730470297,0.27
scifact,127,test,10.0,0.4,0.0,6.118212364171097,9.55333223803211,0.16666666666666666,14.708503326931206,0.9999998901141015,0.9999999991495327,0.1819915505240649,0.3941894440287981,0.1,6.0,0.0,3.31135864684704,3.2115784825049296,0.0
scifact,1270,train,14.0,0.42857142857142855,0.0,5.428254439892262,8.16703787691222,0.25,13.289140819043638,0.999999950902822,0.9999999995959528,0.42994053305850777,0.2668863535732465,0.4,1.0,0.4,3.193602787681238,3.2063636569904985,0.0
scifact,1271,dev,21.0,0.47619047619047616,0.0,5.400439543560514,8.860185057472165,0.2727272727272727,13.657403523911988,0.9999999478584538,0.9999999996860645,0.5168532212030719,0.6588586063790673,0.2,1.0,1.0,3.0717932551203013,2.971864542625204,0.0
scifact,1272,dev,12.0,0.3333333333333333,0.0,6.033259711107402,9.55333223803211,0.25,14.736150110637567,0.9999998405929131,0.999999999021151,0.01011994411478756,0.5389468257242042,0.0,11.0,0.0,3.3017981116962254,3.179268803015148,0.0
scifact,1273,train,11.0,0.18181818181818182,0.0,5.689736865455912,8.860185057472165,0.2222222222222222,13.676678975492864,0.9999999674603127,0.9999999998293254,0.6287563382455192,0.6015129881532839,0.2,1.0,1.0,3.0784133511614877,2.9656399120582075,0.0
scifact,1274,train,25.0,0.24,0.0,5.752853269366987,8.860185057472165,0.15789473684210525,14.250909783092128,0.9999999512276929,0.9999999997697664,0.19728474176361588,0.04492333273701177,0.7,2.0,0.1785714285714286,3.224567114556438,3.2055066597147475,0.41000000000000003
scifact,1278,test,15.0,0.4,0.0,4.577321553590797,9.55333223803211,0.1111111111111111,12.236317555359566,0.9999998830445395,0.9999999987064406,0.0593413924083207,0.13058468475119622,0.1,8.0,0.0,3.2658761286563514,3.2872677158721118,0.2
scifact,1279,train,12.0,0.25,0.0,5.051299873544625,9.55333223803211,0.2222222222222222,12.863412687556758,0.9999999093436184,0.9999999988521322,0.16645933568464366,0.23926729879295083,0.1,6.5,0.0,3.2945729648762745,3.2538570651619354,0.08
scifact,128,train,8.0,0.375,0.0,7.432411657483061,9.55333223803211,0.2,16.66731056895484,0.9999998582650671,0.9999999992937867,0.06996599085975042,0.3899808673698004,0.2,4.0,-1.0,3.3104537893078545,3.179004870711471,0.0
scifact,1280,train,14.0,0.14285714285714285,0.0,6.435626127668846,9.55333223803211,0.16666666666666666,15.018961905144122,0.9999999186338764,0.9999999997149361,0.11125632660405205,0.09609077538381938,0.3,1.5,0.5,3.201352388648029,2.7968815740386876,0.0
scifact,1281,test,10.0,0.3,0.0,6.000837923337184,9.55333223803211,0.14285714285714285,14.555135105877666,0.9999999183339571,0.9999999985049756,0.10433959754285582,0.18600371866733623,0.3,1.5,-0.5,3.231966347339599,3.285164881482297,0.0
scifact,1282,dev,15.0,0.3333333333333333,0.0,5.789865619364124,9.55333223803211,0.3,14.360416271725736,0.9999999244292415,0.9999999988108932,0.5136231986819887,0.09380416682850878,0.1,3.5,0.0,3.175017833392392,3.2856314053320563,0.0
scifact,129,test,15.0,0.3333333333333333,0.0,5.147208452845294,8.860185057472165,0.2,13.494294866642724,0.9999999581640409,0.9999999996044588,0.5505069543603793,0.6878863416570795,0.2,1.0,1.0,3.052080636935437,3.0315227021430045,0.0
scifact,1290,train,11.0,0.45454545454545453,0.0,5.819035978803995,6.988382880570574,0.16666666666666666,13.798303663017924,0.9999999614773669,0.9999999996784755,0.6103013708362408,0.41431021555054737,0.3,1.0,1.0,3.09368061037536,3.074502457635358,0.0
scifact,1292,train,10.0,0.5,0.0,5.161179859095658,8.454719949364002,0.2,12.952439908049362,0.9999999140029578,0.9999999994351444,0.36441065784924376,0.6675219018092657,0.2,1.0,1.0,3.2864598888256817,3.021589036158976,0.0
scifact,1298,train,23.0,0.34782608695652173,0.0,6.198668081853021,8.860185057472165,0.13333333333333333,14.589691358708182,0.9999999676287075,0.9999999998889837,0.6684685215748782,0.7375345283770885,0.3,1.0,1.0,2.873617330479457,2.7695462890301026,0.0
scifact,13,train,10.0,0.3,0.0,5.146966491512751,6.557599964478119,0.2857142857142857,13.134793396195978,0.9999999287080121,0.9999999992569928,0.017456262486168495,0.06762384116513576,0.3,3.0,0.5,3.292937813038633,3.262377330140225,0.0
scifact,130,test,15.0,0.4,0.0,5.308837612654077,8.860185057472165,0.2222222222222222,13.727881977612379,0.9999999587416086,0.9999999996065303,0.6811732474152585,0.6815591027416044,0.2,1.0,1.0,3.079812657475564,3.0658762989772566,0.0
scifact,1303,train,7.0,0.42857142857142855,0.0,6.978859309710893,9.55333223803211,0.0,16.129793267140585,0.9999998915126624,0.9999999986216034,0.19366327938265326,0.2525557424747028,0.0,11.0,0.0,3.2737574387644774,3.28775139965941,0.0
scifact,1316,dev,10.0,0.3,0.0,5.765633995626038,9.55333223803211,0.14285714285714285,14.003711917718904,0.999999920992148,0.9999999992731662,0.19662139067128948,0.2815251786807591,0.3,3.0,-0.5,3.2920318572232548,3.2205405679779373,0.0
scifact,1319,train,10.0,0.2,0.0,4.222736326973767,7.94389432559801,0.125,11.711272490029996,0.9999999150763298,0.9999999991645244,0.3137220294387717,0.19210123604374718,0.3,1.5,1.0,3.2676318113514444,3.244205705543758,0.0
scifact,132,train,6.0,0.3333333333333333,0.0,5.426329313901209,8.454719949364002,0.25,13.396028265661638,0.9999999135804073,0.9999999985868001,0.12971219673451984,0.022262075712454088,0.2,4.0,1.0,3.3024417068190823,3.285437397893283,0.9
scifact,1320,test,16.0,0.25,0.0,4.453223092111155,7.607422088976797,0.08333333333333333,12.089171740322326,0.9999999307762727,0.9999999992815074,0.3522067141284898,0.15321343418993938,0.4,1.0,0.4,3.2538433087552736,3.263714897484444,0.0
scifact,133,test,19.0,0.42105263157894735,0.0,5.584312318803463,9.55333223803211,0.18181818181818182,13.866568163581048,0.9999999316419659,0.999999999417933,0.0834839806600669,0.23592389878703746,0.3,4.0,-1.0,3.2525310522497386,3.2731296053535015,0.08
scifact,1332,test,16.0,0.25,0.0,5.680002386847012,8.860185057472165,0.25,13.980964601084303,0.9999999011827391,0.999999999461582,0.08302498528728264,0.29659570386857237,0.1,1.5,0.0,3.311469869952766,3.290945359281797,0.0
scifact,1335,train,9.0,0.2222222222222222,0.0,4.72106603060987,8.16703787691222,0.14285714285714285,12.382117879361926,0.9999999400063294,0.9999999993875067,0.28216615700903525,0.13319254971807393,0.4,1.5,0.8,3.149027935895578,3.2401732310486038,0.51
scifact,1336,train,8.0,0.25,0.0,4.900568964024242,8.16703787691222,0.16666666666666666,12.536757282115529,0.9999999475584529,0.9999999993570252,0.25904077820800464,0.04059609000092912,0.5,1.5,0.9,3.2053379984132757,3.2624889965420785,0.51
scifact,1337,test,11.0,0.18181818181818182,0.0,7.327784947614895,9.55333223803211,0.2222222222222222,16.464084025604734,0.9999999402811878,0.9999999996448551,0.18046438896253714,0.2686895264811019,0.3,2.0,-0.5,3.2504877918427653,3.227837043836947,0.27
scifact,1339,train,13.0,0.23076923076923078,0.0,5.971776854394177,9.55333223803211,0.1,14.522107053432801,0.9999999469744081,0.9999999997654909,0.666482369993536,0.8171295576573788,0.1,1.0,0.0,3.0910203223719717,2.5423833236570776,0.0
scifact,1344,dev,27.0,0.2962962962962963,0.0,4.58359294546253,9.55333223803211,0.10526315789473684,12.288165388214207,0.9999999436804363,0.9999999996289212,0.044524679492515595,0.35154357386343316,0.2,1.0,1.0,3.2254607799722517,3.1990646579582753,0.0
scifact,1352,test,11.0,0.2727272727272727,0.0,5.552028982543764,8.860185057472165,0.125,13.813141734627484,0.9999999457308864,0.9999999996938161,0.37428709413276984,0.5263139670726855,0.4,1.0,0.4,3.147631834793948,3.0134740815898753,0.0
scifact,1359,test,20.0,0.35,0.0,5.29528155812407,9.55333223803211,0.23076923076923078,13.06625382756407,0.9999999588949197,0.9999999997920112,0.14046672457783593,0.16466204218942893,0.4,1.0,1.0,3.1728241368566636,2.9063699499060376,0.0
scifact,1362,train,8.0,0.375,0.0,7.270225614239796,8.454719949364002,0.0,16.750318068810607,0.9999998836932483,0.999999999025032,0.06443340207284243,0.15850488613720337,0.1,6.0,0.0,3.2891122681265443,3.2256812287139955,0.0
scifact,1363,train,11.0,0.36363636363636365,0.0,6.525967741061177,8.860185057472165,0.14285714285714285,15.5701020150449,0.9999998658921512,0.999999998509883,0.1282980809921742,0.10515850127376003,0.0,11.0,0.0,3.3073851220502846,3.276866335254617,0.0
scifact,1368,train,8.0,0.375,0.0,4.764923359415278,7.250747145038065,0.2,12.522712052113567,0.9999999286695782,0.9999999994827059,0.0857765233822727,0.15380290262622465,0.7,1.5,0.3571428571428571,3.2940932309821265,3.3024984786990377,0.0
scifact,137,test,13.0,0.3076923076923077,0.0,4.902694778663903,8.860185057472165,0.1111111111111111,12.80817727132449,0.9999999694508201,0.9999999997257116,0.7952715689380853,0.7979889924222913,0.2,1.0,1.0,2.8986590443538574,2.7479757662349233,0.0
scifact,1370,train,8.0,0.375,0.0,5.449826922835937,6.417838022102961,0.2,13.394900796360085,0.9999999421021345,0.9999999994415892,0.06294901223887572,0.11437858231354758,0.6,1.5,0.19999999999999996,3.2757002182209374,3.306738930111856,0.11
scifact,1379,test,16.0,0.375,0.0,4.095200226087825,5.583040324479989,0.2,11.346203459354168,0.9999999550512623,0.9999999995384479,0.08933691081037254,0.18386758394999003,0.4,2.0,0.8,3.298692062265201,3.251133224980311,0.0
scifact,1382,test,8.0,0.125,0.0,5.1850959006258375,9.55333223803211,0.14285714285714285,13.358347608286014,0.9999999455414652,0.999999999293595,0.1048403374297765,0.13377476588815895,0.3,3.0,-0.5,3.1667319921379993,3.158838038590384,0.0
scifact,1385,train,6.0,0.0,0.0,5.377034269318301,8.454719949364002,0.16666666666666666,13.747492528648957,0.9999998779364048,0.9999999994219841,0.08358742199791025,0.38101354696665124,0.3,1.5,-0.5,3.296189399926934,3.1524317991718234,0.21
scifact,1389,test,8.0,0.125,0.0,5.829275823776911,9.55333223803211,0.2857142857142857,14.306530419581373,0.9999999445120481,0.9999999990446272,0.22139563221321779,0.2965659912002163,0.2,1.0,1.0,3.1618982579622292,3.2192124743917487,0.0
scifact,1395,test,21.0,0.2857142857142857,0.0,5.1038745623346955,9.55333223803211,0.2,13.223559758449587,0.9999998603276381,0.9999999986748248,0.22905905847879782,0.14821517338299006,0.1,4.0,0.0,3.2904236888678553,3.286821874703785,0.0
scifact,141,train,12.0,0.25,0.0,6.450886538249134,8.860185057472165,0.1111111111111111,15.013228725701131,0.9999999569889656,0.9999999997843965,0.37780055529221845,0.36722247321306045,0.7,1.0,0.8571428571428572,3.2454182552443376,3.1423876479082873,0.0
scifact,142,train,20.0,0.25,0.0,4.622631173334068,9.55333223803211,0.13333333333333333,12.258871561267346,0.9999999219785639,0.9999999997097834,0.08242672355601066,0.5754853440358106,0.3,1.0,1.0,3.249357185159254,3.1000953929568285,0.0
scifact,143,train,17.0,0.17647058823529413,0.0,4.858968057601992,9.55333223803211,0.14285714285714285,12.625787052697095,0.9999999439540311,0.9999999996981865,0.5227818622415821,0.5965357588235844,0.3,1.0,1.0,3.169227704307124,3.1339692759037727,0.0
scifact,146,dev,18.0,0.2777777777777778,0.0,4.786355969528439,9.55333223803211,0.07692307692307693,12.535954232546475,0.9999999476166781,0.9999999996906745,0.3776377684132013,0.5250067723359264,0.6,1.0,0.48571428571428577,3.1657671829163525,3.1353911645714203,0.0
scifact,148,train,5.0,0.2,0.0,5.033415605996491,6.026971713415949,0.0,12.685833315032754,0.9999999256073244,0.9999999993285841,0.06874837642111664,0.513516134818581,0.3,2.0,0.5,3.3036125221993413,3.218778862953955,0.33
scifact,163,train,9.0,0.3333333333333333,0.0,5.245158089799905,7.068425588244111,0.16666666666666666,13.027177595508412,0.9999999578870571,0.9999999995511637,0.06656480290539157,0.05995688146150524,0.7,2.0,-0.03571428571428581,3.162958995639729,3.2688619091206754,0.51
scifact,171,train,11.0,0.18181818181818182,0.0,5.3021243714059185,8.16703787691222,0.2222222222222222,13.346392718827762,0.9999999496778302,0.9999999996855143,0.13800190729499295,0.22349889494591257,0.6,1.0,0.7142857142857143,3.110836547724371,3.1917672716650136,0.0
scifact,179,train,7.0,0.2857142857142857,0.0,4.794882216149404,9.55333223803211,0.2,12.544197402071863,0.999999959588059,0.9999999989632855,0.1900439975816034,0.10005512535090921,0.3,4.0,-1.0,3.2879596174188066,3.311536700932588,0.0
scifact,180,train,19.0,0.3157894736842105,0.0,5.287767916542625,8.860185057472165,0.3076923076923077,13.403806212129904,0.9999999320424321,0.9999999997882001,0.39246701572800835,0.7664068583772353,0.3,1.0,0.5,3.1093661760334554,2.6701637708022545,0.0
scifact,183,dev,8.0,0.125,0.0,4.2022482609571155,7.068425588244111,0.14285714285714285,11.494361508365035,0.9999999196274144,0.9999999992032652,0.033261951020906455,0.1601223061072652,0.4,2.5,-0.3999999999999999,3.309472247494303,3.2840037350892963,0.76
