ds_name,qid,split,alpha_weak,alpha_strong,alpha_gt
scifact,132,traindev,0.31957054138183594,0.06526552885770798,0.8999999761581421
scifact,1335,traindev,0.11965976655483246,0.0862298235297203,0.5099999904632568
scifact,1336,traindev,0.35772159695625305,0.1071404293179512,0.5099999904632568
scifact,1339,traindev,0.1686861217021942,0.06853727996349335,0.0
scifact,1362,traindev,0.1268821358680725,0.0363406278192997,0.0
scifact,1363,traindev,0.13949401676654816,0.126672625541687,0.0
scifact,1368,traindev,0.20209643244743347,0.08494606614112854,0.0
scifact,1370,traindev,0.17038418352603912,0.08824986219406128,0.10999999940395355
scifact,1385,traindev,0.244344562292099,0.06097571179270744,0.20999999344348907
scifact,141,traindev,0.19941192865371704,0.07227198779582977,0.0
scifact,142,traindev,0.05470571666955948,0.02609574794769287,0.0
scifact,143,traindev,0.1026746854186058,0.04084569588303566,0.0
scifact,148,traindev,0.23435665667057037,0.07386196404695511,0.33000001311302185
scifact,163,traindev,0.1980389505624771,0.076266348361969,0.5099999904632568
scifact,171,traindev,0.2708057165145874,0.09323602169752121,0.0
scifact,179,traindev,0.2654882073402405,0.08290541172027588,0.0
scifact,180,traindev,0.06894928961992264,0.107481449842453,0.0
scifact,185,traindev,0.3934694230556488,0.04918619617819786,0.7599999904632568
scifact,198,traindev,0.1509939283132553,0.07585697621107101,0.0
scifact,208,traindev,0.14821437001228333,0.13875678181648254,0.0
scifact,230,traindev,0.35106486082077026,0.06361809372901917,0.0
scifact,233,traindev,0.02806970477104187,0.0414358414709568,0.0
scifact,238,traindev,0.35841184854507446,0.036133166402578354,0.0
scifact,248,traindev,0.1554117202758789,0.07570595294237137,0.0
scifact,249,traindev,0.22837099432945251,0.024209605529904366,0.0
scifact,261,traindev,0.2669922709465027,0.03892737254500389,0.8299999833106995
scifact,269,traindev,0.21691134572029114,0.06527707725763321,0.5199999809265137
scifact,274,traindev,0.14187920093536377,0.08836930990219116,0.0
scifact,275,traindev,0.29207658767700195,0.10126250982284546,0.09000000357627869
scifact,294,traindev,0.16272301971912384,0.17672154307365417,0.5699999928474426
scifact,3,traindev,0.3974008560180664,0.17704471945762634,0.5
scifact,300,traindev,0.4991490840911865,0.13455665111541748,0.4300000071525574
scifact,303,traindev,0.11749037355184555,0.053481150418519974,0.8799999952316284
scifact,312,traindev,0.15782231092453003,0.14252813160419464,0.9800000190734863
scifact,324,traindev,0.2252751737833023,0.06497076153755188,0.0
scifact,327,traindev,0.05678200721740723,0.06405600905418396,0.0
scifact,338,traindev,0.1645178496837616,0.05278857424855232,0.0
scifact,343,traindev,0.2769727110862732,0.041081495583057404,0.09000000357627869
scifact,350,traindev,0.13764497637748718,0.1188070997595787,0.0
scifact,354,traindev,0.03961635380983353,0.04191906750202179,0.0
scifact,36,traindev,0.3740161955356598,0.03866412118077278,0.0
scifact,362,traindev,0.22970274090766907,0.02844267338514328,0.029999999329447746
scifact,384,traindev,0.38853105902671814,0.075240358710289,0.4699999988079071
scifact,385,traindev,0.022244207561016083,0.03900589793920517,0.9599999785423279
scifact,386,traindev,0.14691171050071716,0.09830952435731888,0.0
scifact,388,traindev,0.28584909439086914,0.15901681780815125,0.10999999940395355
scifact,399,traindev,0.05541186034679413,0.062303923070430756,0.0
scifact,410,traindev,0.18046033382415771,0.018883295357227325,0.0
scifact,415,traindev,0.36609113216400146,0.044654496014118195,0.3499999940395355
scifact,421,traindev,0.15891586244106293,0.08410931378602982,0.0
scifact,436,traindev,0.041652970016002655,0.12252699583768845,0.0
scifact,437,traindev,0.23406913876533508,0.11660779267549515,0.0
scifact,439,traindev,0.2378973662853241,0.05814586579799652,0.0
scifact,440,traindev,0.1129203587770462,0.05324301868677139,0.0
scifact,443,traindev,0.14942726492881775,0.03735150024294853,0.0
scifact,452,traindev,0.24451090395450592,0.09502527117729187,0.0
scifact,475,traindev,0.1358836144208908,0.04903177544474602,0.20999999344348907
scifact,478,traindev,0.24512851238250732,0.05428902804851532,0.36000001430511475
scifact,491,traindev,0.03494985029101372,0.058326639235019684,0.0
scifact,5,traindev,0.1593194305896759,0.09134331345558167,0.0
scifact,50,traindev,0.15961992740631104,0.06173872947692871,0.0
scifact,507,traindev,0.2472200095653534,0.03888493403792381,0.0
scifact,508,traindev,0.09679470956325531,0.11952241510152817,0.28999999165534973
scifact,51,traindev,0.17721247673034668,0.06374378502368927,0.0
scifact,513,traindev,0.4094587564468384,0.039753738790750504,0.0
scifact,516,traindev,0.2521969974040985,0.019999848678708076,0.0
scifact,517,traindev,0.21053548157215118,0.04739632457494736,0.7400000095367432
scifact,525,traindev,0.13196289539337158,0.10477616637945175,0.0
scifact,528,traindev,0.12073399126529694,0.02375083602964878,0.0
scifact,53,traindev,0.07981089502573013,0.03622126579284668,0.0
scifact,533,traindev,0.2545124590396881,0.05311872065067291,0.05000000074505806
scifact,535,traindev,0.5027973055839539,0.10456530749797821,0.0
scifact,536,traindev,0.12221304327249527,0.04906286671757698,0.0
scifact,539,traindev,0.1724870204925537,0.03055020049214363,0.0
scifact,544,traindev,0.3794473707675934,0.08946443349123001,0.0
scifact,549,traindev,0.16832499206066132,0.033494241535663605,0.09000000357627869
scifact,551,traindev,0.10098382085561752,0.0462569035589695,0.11999999731779099
scifact,552,traindev,0.15526893734931946,0.0821029394865036,0.0
scifact,554,traindev,0.38900721073150635,0.07842469960451126,0.029999999329447746
scifact,56,traindev,0.10574743151664734,0.05599481984972954,0.0
scifact,560,traindev,0.20096053183078766,0.039307188242673874,0.0
scifact,569,traindev,0.20283955335617065,0.028407039120793343,0.0
scifact,57,traindev,0.07317302376031876,0.01965523324906826,0.0
scifact,575,traindev,0.10979259014129639,0.10611918568611145,0.029999999329447746
scifact,577,traindev,0.15413106977939606,0.04662396386265755,0.0
scifact,578,traindev,0.18966545164585114,0.055630285292863846,0.0
scifact,587,traindev,0.10948700457811356,0.07976563274860382,0.05000000074505806
scifact,597,traindev,0.25251466035842896,0.051784440875053406,0.05999999865889549
scifact,598,traindev,0.4009900391101837,0.07694176584482193,0.3400000035762787
scifact,613,traindev,0.06853950023651123,0.10810212045907974,0.0
scifact,619,traindev,0.2854675054550171,0.048821691423654556,0.8799999952316284
scifact,623,traindev,0.3945081830024719,0.02946171723306179,0.0
scifact,636,traindev,0.32072678208351135,0.08004366606473923,0.0
scifact,644,traindev,0.3629685342311859,0.07687973231077194,0.7200000286102295
scifact,649,traindev,0.179582417011261,0.1748782843351364,0.03999999910593033
scifact,659,traindev,0.1677001714706421,0.07438933849334717,0.8500000238418579
scifact,660,traindev,0.08185802400112152,0.12169161438941956,0.0
scifact,684,traindev,0.30800366401672363,0.07444543391466141,0.27000001072883606
scifact,691,traindev,0.2264636754989624,0.02957032062113285,0.0
scifact,692,traindev,0.24819226562976837,0.03520306944847107,0.3499999940395355
scifact,693,traindev,0.31661903858184814,0.09266376495361328,0.0
scifact,700,traindev,0.12404397130012512,0.04075486958026886,0.0
scifact,702,traindev,0.11825911700725555,0.04501800984144211,0.0
scifact,715,traindev,0.11084502935409546,0.05460761487483978,0.38999998569488525
scifact,716,traindev,0.12117530405521393,0.09160322695970535,0.0
scifact,718,traindev,0.0573752261698246,0.03607580065727234,0.0
scifact,72,traindev,0.32379984855651855,0.030397552996873856,0.029999999329447746
scifact,721,traindev,0.07931558042764664,0.06286203861236572,0.0
scifact,723,traindev,0.026400689035654068,0.07558690756559372,0.0
scifact,727,traindev,0.20034398138523102,0.21172288060188293,0.47999998927116394
scifact,728,traindev,0.2652733623981476,0.2068377137184143,0.7200000286102295
scifact,729,traindev,0.14205652475357056,0.017614642158150673,0.029999999329447746
scifact,742,traindev,0.07176908850669861,0.042165450751781464,0.0
scifact,743,traindev,0.3234257996082306,0.023460712283849716,0.0
scifact,744,traindev,0.06562119722366333,0.1041579619050026,0.5099999904632568
scifact,75,traindev,0.48455455899238586,0.05180806666612625,0.0
scifact,759,traindev,0.3325025141239166,0.07536063343286514,0.0
scifact,770,traindev,0.14030596613883972,0.14261937141418457,0.0
scifact,775,traindev,0.08312822878360748,0.05987464264035225,0.9399999976158142
scifact,781,traindev,0.26678019762039185,0.053404103964567184,0.0
scifact,783,traindev,0.09866988658905029,0.11640127748250961,0.0
scifact,784,traindev,0.1917576789855957,0.05036913976073265,0.03999999910593033
scifact,785,traindev,0.2109164595603943,0.09534497559070587,0.6200000047683716
scifact,793,traindev,0.38014498353004456,0.053294770419597626,0.029999999329447746
scifact,800,traindev,0.13703471422195435,0.035126447677612305,0.0
scifact,805,traindev,0.105857253074646,0.1313558667898178,0.0
scifact,811,traindev,0.21830140054225922,0.0668245479464531,0.0
scifact,814,traindev,0.038491327315568924,0.035249385982751846,0.0
scifact,820,traindev,0.2989235520362854,0.24050548672676086,0.5099999904632568
scifact,821,traindev,0.26567840576171875,0.16153542697429657,0.9599999785423279
scifact,832,traindev,0.149381622672081,0.07202351093292236,0.0
scifact,839,traindev,0.12705615162849426,0.2549571692943573,0.20999999344348907
scifact,845,traindev,0.5283101201057434,0.06519126147031784,0.8500000238418579
scifact,847,traindev,0.12667399644851685,0.121762216091156,0.5
scifact,873,traindev,0.18412740528583527,0.06934108585119247,0.0
scifact,879,traindev,0.04594137519598007,0.07691650092601776,0.0
scifact,882,traindev,0.11625261604785919,0.07269920408725739,0.0
scifact,903,traindev,0.15817968547344208,0.02453271672129631,0.0
scifact,904,traindev,0.017752304673194885,0.03885727375745773,0.0
scifact,907,traindev,0.28487682342529297,0.07779974490404129,0.0
scifact,911,traindev,0.23468583822250366,0.04482915624976158,0.0
scifact,913,traindev,0.1836322695016861,0.04022869095206261,0.0
scifact,914,traindev,0.12239199876785278,0.04790731519460678,0.0
scifact,921,traindev,0.07170764356851578,0.04383647069334984,0.0
scifact,936,traindev,0.191022589802742,0.08625584095716476,0.0
scifact,94,traindev,0.11400570720434189,0.040016043931245804,0.800000011920929
scifact,956,traindev,0.30931493639945984,0.13482549786567688,0.029999999329447746
scifact,967,traindev,0.20098738372325897,0.09672041237354279,0.0
scifact,971,traindev,0.5336820483207703,0.05895206332206726,0.1899999976158142
scifact,975,traindev,0.3491959571838379,0.16649116575717926,0.0
scifact,99,traindev,0.4515828788280487,0.06103946641087532,0.6200000047683716
scifact,993,traindev,0.10387419164180756,0.027733106166124344,0.0
nfcorpus,PLAIN-1008,traindev,0.07954524457454681,0.10919444262981415,0.0
nfcorpus,PLAIN-1018,traindev,0.22445830702781677,0.11894065141677856,0.05999999865889549
nfcorpus,PLAIN-102,traindev,0.3928069770336151,0.13950565457344055,0.15000000596046448
nfcorpus,PLAIN-1098,traindev,0.0,0.09862588346004486,0.0
nfcorpus,PLAIN-1119,traindev,0.3439413607120514,0.10160807520151138,0.0
nfcorpus,PLAIN-112,traindev,0.3524644672870636,0.06699222326278687,0.0
nfcorpus,PLAIN-1130,traindev,0.08574830740690231,0.029260922223329544,0.0
nfcorpus,PLAIN-1151,traindev,0.19220784306526184,0.27316322922706604,0.5600000023841858
nfcorpus,PLAIN-1161,traindev,0.37575793266296387,0.1304602324962616,0.0
nfcorpus,PLAIN-1172,traindev,0.10353046655654907,0.024697815999388695,0.0
nfcorpus,PLAIN-1193,traindev,0.4787810742855072,0.0665847584605217,0.5299999713897705
nfcorpus,PLAIN-12,traindev,0.3052787482738495,0.2972319722175598,0.20000000298023224
nfcorpus,PLAIN-1203,traindev,0.33147314190864563,0.07373905181884766,0.03999999910593033
nfcorpus,PLAIN-1214,traindev,0.022596528753638268,0.08985230326652527,0.0
nfcorpus,PLAIN-1225,traindev,0.2066512107849121,0.09062857925891876,0.5299999713897705
nfcorpus,PLAIN-123,traindev,0.2387925237417221,0.2227439433336258,0.10999999940395355
nfcorpus,PLAIN-1236,traindev,0.06511373072862625,0.06641720235347748,0.0
nfcorpus,PLAIN-1249,traindev,0.2922384738922119,0.17094124853610992,0.0
nfcorpus,PLAIN-1262,traindev,0.41886666417121887,0.07522468268871307,0.05999999865889549
nfcorpus,PLAIN-1288,traindev,0.32868602871894836,0.047859273850917816,0.27000001072883606
nfcorpus,PLAIN-1299,traindev,0.31779244542121887,0.14279045164585114,0.3799999952316284
nfcorpus,PLAIN-1309,traindev,0.1030004695057869,0.08891472965478897,0.0
nfcorpus,PLAIN-1320,traindev,0.4803537130355835,0.07903989404439926,0.9399999976158142
nfcorpus,PLAIN-133,traindev,0.2042427808046341,0.09925267845392227,0.4099999964237213
nfcorpus,PLAIN-1342,traindev,0.5151742100715637,0.04700711742043495,0.18000000715255737
nfcorpus,PLAIN-1363,traindev,0.08019445836544037,0.025049185380339622,0.15000000596046448
nfcorpus,PLAIN-1374,traindev,0.49751758575439453,0.09476473182439804,0.9900000095367432
nfcorpus,PLAIN-1387,traindev,0.17091888189315796,0.13881701231002808,0.5400000214576721
nfcorpus,PLAIN-1409,traindev,0.4351631999015808,0.19098827242851257,0.0
nfcorpus,PLAIN-1429,traindev,0.2938961684703827,0.1256241351366043,0.0
nfcorpus,PLAIN-1441,traindev,0.4789218306541443,0.041234154254198074,0.03999999910593033
nfcorpus,PLAIN-1463,traindev,0.46032455563545227,0.1475847363471985,0.6499999761581421
nfcorpus,PLAIN-1485,traindev,0.01997632160782814,0.09985917061567307,0.0
nfcorpus,PLAIN-1496,traindev,0.06606004387140274,0.047341033816337585,0.0
nfcorpus,PLAIN-1506,traindev,0.1683247983455658,0.08487212657928467,0.0
nfcorpus,PLAIN-1527,traindev,0.25023964047431946,0.09808845818042755,0.4300000071525574
nfcorpus,PLAIN-153,traindev,0.13775883615016937,0.17961376905441284,0.11999999731779099
nfcorpus,PLAIN-1537,traindev,0.19087326526641846,0.1941242814064026,0.0
nfcorpus,PLAIN-1547,traindev,0.12126835435628891,0.1234091967344284,0.0
nfcorpus,PLAIN-1557,traindev,0.16793453693389893,0.15899771451950073,0.6000000238418579
nfcorpus,PLAIN-1590,traindev,0.11817660182714462,0.13351866602897644,0.9300000071525574
nfcorpus,PLAIN-1601,traindev,0.44852539896965027,0.06883774697780609,0.14000000059604645
nfcorpus,PLAIN-1611,traindev,0.1891174167394638,0.06843443214893341,0.0
nfcorpus,PLAIN-1645,traindev,0.10634075105190277,0.04589800536632538,0.4699999988079071
nfcorpus,PLAIN-1656,traindev,0.3284269869327545,0.06722553074359894,0.0
nfcorpus,PLAIN-1679,traindev,0.0,0.06858722120523453,0.0
nfcorpus,PLAIN-1700,traindev,0.3750062882900238,0.06889879703521729,0.0
nfcorpus,PLAIN-1710,traindev,0.2689365744590759,0.11083033680915833,0.03999999910593033
nfcorpus,PLAIN-1721,traindev,0.2323208451271057,0.10150757431983948,0.5199999809265137
nfcorpus,PLAIN-1741,traindev,0.4165307581424713,0.06930134445428848,0.8199999928474426
nfcorpus,PLAIN-1762,traindev,0.27785077691078186,0.05605484917759895,0.8899999856948853
nfcorpus,PLAIN-1784,traindev,0.17835772037506104,0.08746573328971863,0.0
nfcorpus,PLAIN-1794,traindev,0.09586705267429352,0.06574214994907379,0.0
nfcorpus,PLAIN-1817,traindev,0.521841287612915,0.06580326706171036,0.0
nfcorpus,PLAIN-1827,traindev,0.0,0.0895799994468689,0.0
nfcorpus,PLAIN-1837,traindev,0.36461296677589417,0.07793671637773514,0.25999999046325684
nfcorpus,PLAIN-1847,traindev,0.07960766553878784,0.039424702525138855,0.0
nfcorpus,PLAIN-1857,traindev,0.3091643452644348,0.285319447517395,0.49000000953674316
nfcorpus,PLAIN-1877,traindev,0.37786582112312317,0.1527392715215683,0.0
nfcorpus,PLAIN-1897,traindev,0.18559539318084717,0.18044281005859375,0.0
nfcorpus,PLAIN-1950,traindev,0.08810411393642426,0.08857011049985886,0.0
nfcorpus,PLAIN-196,traindev,0.12373867630958557,0.1283513605594635,0.5699999928474426
nfcorpus,PLAIN-1962,traindev,0.0949314758181572,0.08452298492193222,0.0
nfcorpus,PLAIN-1972,traindev,0.0773860365152359,0.027953388169407845,0.0
nfcorpus,PLAIN-1983,traindev,0.2831555902957916,0.1020435243844986,0.5799999833106995
nfcorpus,PLAIN-2,traindev,0.3372936248779297,0.11541114002466202,0.5199999809265137
nfcorpus,PLAIN-2009,traindev,0.012833628803491592,0.15189385414123535,0.5099999904632568
nfcorpus,PLAIN-2030,traindev,0.008269213140010834,0.18379709124565125,0.5099999904632568
nfcorpus,PLAIN-2040,traindev,0.29466384649276733,0.04529976099729538,0.019999999552965164
nfcorpus,PLAIN-2051,traindev,0.2413068562746048,0.23121604323387146,0.9100000262260437
nfcorpus,PLAIN-2061,traindev,0.21081390976905823,0.09065241366624832,0.3700000047683716
nfcorpus,PLAIN-2071,traindev,0.22711046040058136,0.031489767134189606,0.019999999552965164
nfcorpus,PLAIN-2081,traindev,0.20933642983436584,0.0671098381280899,0.0
nfcorpus,PLAIN-2092,traindev,0.1418466866016388,0.0604281947016716,0.0
nfcorpus,PLAIN-2102,traindev,0.41731664538383484,0.055680230259895325,0.5099999904632568
nfcorpus,PLAIN-2124,traindev,0.1519775092601776,0.06174333766102791,0.0
nfcorpus,PLAIN-2145,traindev,0.20790883898735046,0.20975080132484436,0.5600000023841858
nfcorpus,PLAIN-2156,traindev,0.0280148908495903,0.11264574527740479,0.0
nfcorpus,PLAIN-2167,traindev,0.10406427085399628,0.04332330822944641,0.0
nfcorpus,PLAIN-217,traindev,0.35498180985450745,0.24560721218585968,0.8299999833106995
nfcorpus,PLAIN-2177,traindev,0.20074746012687683,0.148387610912323,0.0
nfcorpus,PLAIN-2197,traindev,0.374575138092041,0.11138691008090973,0.5400000214576721
nfcorpus,PLAIN-2209,traindev,0.017933078110218048,0.032099757343530655,0.0
nfcorpus,PLAIN-2220,traindev,0.09467080980539322,0.13799138367176056,0.0
nfcorpus,PLAIN-2230,traindev,0.06925858557224274,0.1151643842458725,0.0
nfcorpus,PLAIN-2250,traindev,0.10344551503658295,0.050664983689785004,0.0
nfcorpus,PLAIN-2281,traindev,0.15250523388385773,0.03804643452167511,0.0
nfcorpus,PLAIN-2291,traindev,0.2508801519870758,0.18714353442192078,0.949999988079071
nfcorpus,PLAIN-23,traindev,0.14564381539821625,0.10858225077390671,0.8299999833106995
nfcorpus,PLAIN-2311,traindev,0.17541411519050598,0.07493048906326294,0.0
nfcorpus,PLAIN-2332,traindev,0.5693718791007996,0.12164392322301865,0.6399999856948853
nfcorpus,PLAIN-2354,traindev,0.29197126626968384,0.13258536159992218,0.0
nfcorpus,PLAIN-2375,traindev,0.3552757203578949,0.15351541340351105,0.0
nfcorpus,PLAIN-2396,traindev,0.005240651313215494,0.11874423921108246,0.0
nfcorpus,PLAIN-2408,traindev,0.06385820358991623,0.2363867610692978,0.0
nfcorpus,PLAIN-2430,traindev,0.3645196557044983,0.050127334892749786,0.10999999940395355
nfcorpus,PLAIN-2450,traindev,0.27302584052085876,0.28509432077407837,0.30000001192092896
nfcorpus,PLAIN-2470,traindev,0.15666531026363373,0.12485941499471664,0.27000001072883606
nfcorpus,PLAIN-248,traindev,0.19342376291751862,0.217294380068779,0.09000000357627869
nfcorpus,PLAIN-2480,traindev,0.27701234817504883,0.2584017217159271,0.4699999988079071
nfcorpus,PLAIN-2490,traindev,0.3588005602359772,0.11495403945446014,0.8600000143051147
nfcorpus,PLAIN-2530,traindev,0.4449722468852997,0.08203316479921341,0.10999999940395355
nfcorpus,PLAIN-2540,traindev,0.3573479652404785,0.18360617756843567,0.8700000047683716
nfcorpus,PLAIN-2550,traindev,0.5685012340545654,0.16330724954605103,0.7599999904632568
nfcorpus,PLAIN-2560,traindev,0.4566226005554199,0.09788338094949722,0.5
nfcorpus,PLAIN-2570,traindev,0.1537177860736847,0.045289427042007446,0.49000000953674316
nfcorpus,PLAIN-2580,traindev,0.15835551917552948,0.4022156596183777,0.6600000262260437
nfcorpus,PLAIN-259,traindev,0.26925626397132874,0.4377124309539795,0.05000000074505806
nfcorpus,PLAIN-2590,traindev,0.2076198011636734,0.158596470952034,0.11999999731779099
nfcorpus,PLAIN-2600,traindev,0.4064595401287079,0.05190132558345795,0.0
nfcorpus,PLAIN-2610,traindev,0.3346884250640869,0.1827262043952942,0.019999999552965164
nfcorpus,PLAIN-2640,traindev,0.4032197594642639,0.11386539787054062,0.800000011920929
nfcorpus,PLAIN-2650,traindev,0.38549473881721497,0.12566514313220978,0.1899999976158142
nfcorpus,PLAIN-2670,traindev,0.06967680901288986,0.20101900398731232,0.47999998927116394
nfcorpus,PLAIN-2680,traindev,0.08254008740186691,0.28827157616615295,0.8999999761581421
nfcorpus,PLAIN-2690,traindev,0.31038224697113037,0.2038395255804062,0.0
nfcorpus,PLAIN-270,traindev,0.4322506785392761,0.17101389169692993,1.0
nfcorpus,PLAIN-2700,traindev,0.20353813469409943,0.07964188605546951,0.0
nfcorpus,PLAIN-2710,traindev,0.32990676164627075,0.07913526892662048,0.0
nfcorpus,PLAIN-2720,traindev,0.1901017278432846,0.2331884652376175,0.5299999713897705
nfcorpus,PLAIN-2740,traindev,0.10874619334936142,0.21479208767414093,0.27000001072883606
nfcorpus,PLAIN-2750,traindev,0.3214162588119507,0.19168469309806824,0.029999999329447746
nfcorpus,PLAIN-2760,traindev,0.19163444638252258,0.15625569224357605,0.0
nfcorpus,PLAIN-2780,traindev,0.21845723688602448,0.20145797729492188,0.3700000047683716
nfcorpus,PLAIN-2790,traindev,0.17821922898292542,0.23319847881793976,0.8299999833106995
nfcorpus,PLAIN-2800,traindev,0.4795297682285309,0.12941017746925354,1.0
nfcorpus,PLAIN-2820,traindev,0.4079367518424988,0.09783238172531128,0.6200000047683716
nfcorpus,PLAIN-2830,traindev,0.31447601318359375,0.22679293155670166,0.05999999865889549
nfcorpus,PLAIN-2850,traindev,0.16389891505241394,0.23365172743797302,0.20000000298023224
nfcorpus,PLAIN-2860,traindev,0.34587207436561584,0.2341267466545105,0.0
nfcorpus,PLAIN-2900,traindev,0.20495177805423737,0.1026080995798111,0.0
nfcorpus,PLAIN-291,traindev,0.3046978712081909,0.14710506796836853,0.49000000953674316
nfcorpus,PLAIN-2910,traindev,0.15212181210517883,0.0850522443652153,0.6700000166893005
nfcorpus,PLAIN-2920,traindev,0.13238704204559326,0.11361785233020782,0.9200000166893005
nfcorpus,PLAIN-2960,traindev,0.587209939956665,0.16654933989048004,0.8100000023841858
nfcorpus,PLAIN-2970,traindev,0.28620558977127075,0.4951123893260956,0.6499999761581421
nfcorpus,PLAIN-2981,traindev,0.12730689346790314,0.18531006574630737,0.9300000071525574
nfcorpus,PLAIN-3014,traindev,0.27443772554397583,0.1884642392396927,0.0
nfcorpus,PLAIN-3037,traindev,0.18158584833145142,0.09416954219341278,0.0
nfcorpus,PLAIN-3053,traindev,0.06863689422607422,0.12809830904006958,0.0
nfcorpus,PLAIN-307,traindev,0.41038504242897034,0.1313467025756836,0.10000000149011612
nfcorpus,PLAIN-3074,traindev,0.09077693521976471,0.08798280358314514,0.0
nfcorpus,PLAIN-3085,traindev,0.14647656679153442,0.20097745954990387,0.0
nfcorpus,PLAIN-3097,traindev,0.3612804710865021,0.1692451536655426,0.0
nfcorpus,PLAIN-3116,traindev,0.3826577067375183,0.1976308971643448,0.0
nfcorpus,PLAIN-3131,traindev,0.22393879294395447,0.1643800437450409,0.9200000166893005
nfcorpus,PLAIN-3141,traindev,0.10848909616470337,0.1521548628807068,0.05999999865889549
nfcorpus,PLAIN-3171,traindev,0.3281683623790741,0.11168118566274643,0.7200000286102295
nfcorpus,PLAIN-3181,traindev,0.18228845298290253,0.3161988854408264,0.5
nfcorpus,PLAIN-3191,traindev,0.5496559143066406,0.355771541595459,0.6000000238418579
nfcorpus,PLAIN-3211,traindev,0.27305176854133606,0.20038121938705444,0.0
nfcorpus,PLAIN-3231,traindev,0.2815534472465515,0.22322621941566467,0.0
nfcorpus,PLAIN-3241,traindev,0.2301381379365921,0.21418340504169464,0.05000000074505806
